SeriesId,Month,Day,BibleReading,PrimaryBookPageRange,PrimaryBookPageStart,PrimaryBookPageEnd,SecondaryBookPageRange,SecondaryBookPageStart,SecondaryBookPageEnd,SortOrder,FullTextPrimary,FullTextSecondary,SummaryPoints
3,7,27,Gen 48:6,Patriarchs and Prophets pp. 231-235,231,235,,,,727,Sample text from Patriarchs and Prophets pages 231-235. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 231-235 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,7,28,Gen 30:19,Patriarchs and Prophets pp. 236-239,236,239,,,,728,Sample text from Patriarchs and Prophets pages 236-239. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 236-239 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,7,29,Gen 18:7,Patriarchs and Prophets pp. 240-243,240,243,,,,729,Sample text from Patriarchs and Prophets pages 240-243. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 240-243 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,7,30,Gen 13:5,Patriarchs and Prophets pp. 244-248,244,248,,,,730,Sample text from Patriarchs and Prophets pages 244-248. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 244-248 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,7,31,Gen 5:1,Patriarchs and Prophets pp. 249-254,249,254,,,,731,Sample text from Patriarchs and Prophets pages 249-254. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 249-254 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,8,1,Gen 11:14,Patriarchs and Prophets pp. 255-260,255,260,,,,801,Sample text from Patriarchs and Prophets pages 255-260. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 255-260 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,8,2,Gen 42:3,Patriarchs and Prophets pp. 261-266,261,266,,,,802,Sample text from Patriarchs and Prophets pages 261-266. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 261-266 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,8,3,Gen 38:6,Patriarchs and Prophets pp. 267-271,267,271,,,,803,Sample text from Patriarchs and Prophets pages 267-271. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 267-271 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,8,4,Gen 27:9,Patriarchs and Prophets pp. 272-277,272,277,,,,804,Sample text from Patriarchs and Prophets pages 272-277. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 272-277 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,8,5,Gen 15:2,Patriarchs and Prophets pp. 278-283,278,283,,,,805,Sample text from Patriarchs and Prophets pages 278-283. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 278-283 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,8,6,Gen 28:18,Patriarchs and Prophets pp. 284-289,284,289,,,,806,Sample text from Patriarchs and Prophets pages 284-289. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 284-289 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,8,7,Gen 18:7,Patriarchs and Prophets pp. 290-293,290,293,,,,807,Sample text from Patriarchs and Prophets pages 290-293. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 290-293 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,8,8,Gen 1:15,Patriarchs and Prophets pp. 294-298,294,298,,,,808,Sample text from Patriarchs and Prophets pages 294-298. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 294-298 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,8,9,Gen 8:10,Patriarchs and Prophets pp. 299-302,299,302,,,,809,Sample text from Patriarchs and Prophets pages 299-302. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 299-302 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,8,10,Gen 24:3,Patriarchs and Prophets pp. 303-308,303,308,,,,810,Sample text from Patriarchs and Prophets pages 303-308. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 303-308 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,8,11,Gen 29:12,Patriarchs and Prophets pp. 309-314,309,314,,,,811,Sample text from Patriarchs and Prophets pages 309-314. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 309-314 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,8,12,Gen 48:1,Patriarchs and Prophets pp. 315-318,315,318,,,,812,Sample text from Patriarchs and Prophets pages 315-318. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 315-318 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,8,13,Gen 15:4,Patriarchs and Prophets pp. 319-324,319,324,,,,813,Sample text from Patriarchs and Prophets pages 319-324. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 319-324 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,8,14,Gen 48:4,Patriarchs and Prophets pp. 325-330,325,330,,,,814,Sample text from Patriarchs and Prophets pages 325-330. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 325-330 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,8,15,Gen 22:2,Patriarchs and Prophets pp. 331-336,331,336,,,,815,Sample text from Patriarchs and Prophets pages 331-336. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 331-336 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,8,16,Gen 13:2,Patriarchs and Prophets pp. 337-341,337,341,,,,816,Sample text from Patriarchs and Prophets pages 337-341. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 337-341 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,8,17,Gen 31:14,Patriarchs and Prophets pp. 342-345,342,345,,,,817,Sample text from Patriarchs and Prophets pages 342-345. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 342-345 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,8,18,Gen 33:14,Patriarchs and Prophets pp. 346-349,346,349,,,,818,Sample text from Patriarchs and Prophets pages 346-349. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 346-349 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,8,19,Gen 24:4,Patriarchs and Prophets pp. 350-355,350,355,,,,819,Sample text from Patriarchs and Prophets pages 350-355. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 350-355 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,8,20,Gen 28:13,Patriarchs and Prophets pp. 356-361,356,361,,,,820,Sample text from Patriarchs and Prophets pages 356-361. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 356-361 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,8,21,Gen 29:6,Patriarchs and Prophets pp. 362-366,362,366,,,,821,Sample text from Patriarchs and Prophets pages 362-366. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 362-366 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,8,22,Gen 42:19,Patriarchs and Prophets pp. 367-370,367,370,,,,822,Sample text from Patriarchs and Prophets pages 367-370. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 367-370 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,8,23,Gen 36:7,Patriarchs and Prophets pp. 371-376,371,376,,,,823,Sample text from Patriarchs and Prophets pages 371-376. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 371-376 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,8,24,Gen 5:6,Patriarchs and Prophets pp. 377-380,377,380,,,,824,Sample text from Patriarchs and Prophets pages 377-380. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 377-380 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,8,25,Gen 22:8,Patriarchs and Prophets pp. 381-386,381,386,,,,825,Sample text from Patriarchs and Prophets pages 381-386. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 381-386 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,8,26,Gen 20:11,Patriarchs and Prophets pp. 387-390,387,390,,,,826,Sample text from Patriarchs and Prophets pages 387-390. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 387-390 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,8,27,Gen 31:18,Patriarchs and Prophets pp. 391-396,391,396,,,,827,Sample text from Patriarchs and Prophets pages 391-396. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 391-396 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,8,28,Gen 34:17,Patriarchs and Prophets pp. 397-401,397,401,,,,828,Sample text from Patriarchs and Prophets pages 397-401. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 397-401 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,8,29,Gen 27:18,Patriarchs and Prophets pp. 402-406,402,406,,,,829,Sample text from Patriarchs and Prophets pages 402-406. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 402-406 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,8,30,Gen 27:10,Patriarchs and Prophets pp. 407-412,407,412,,,,830,Sample text from Patriarchs and Prophets pages 407-412. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 407-412 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,8,31,Gen 42:14,Patriarchs and Prophets pp. 413-418,413,418,,,,831,Sample text from Patriarchs and Prophets pages 413-418. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 413-418 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,9,1,Gen 4:8,Patriarchs and Prophets pp. 419-423,419,423,,,,901,Sample text from Patriarchs and Prophets pages 419-423. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 419-423 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,9,2,Gen 43:12,Patriarchs and Prophets pp. 424-429,424,429,,,,902,Sample text from Patriarchs and Prophets pages 424-429. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 424-429 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,9,3,Gen 35:11,Patriarchs and Prophets pp. 430-433,430,433,,,,903,Sample text from Patriarchs and Prophets pages 430-433. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 430-433 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,9,4,Gen 9:10,Patriarchs and Prophets pp. 434-439,434,439,,,,904,Sample text from Patriarchs and Prophets pages 434-439. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 434-439 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,9,5,Gen 27:5,Patriarchs and Prophets pp. 440-444,440,444,,,,905,Sample text from Patriarchs and Prophets pages 440-444. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 440-444 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,9,6,Gen 27:2,Patriarchs and Prophets pp. 445-449,445,449,,,,906,Sample text from Patriarchs and Prophets pages 445-449. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 445-449 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,9,7,Gen 11:18,Patriarchs and Prophets pp. 450-454,450,454,,,,907,Sample text from Patriarchs and Prophets pages 450-454. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 450-454 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,9,8,Gen 10:18,Patriarchs and Prophets pp. 455-460,455,460,,,,908,Sample text from Patriarchs and Prophets pages 455-460. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 455-460 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,9,9,Gen 35:6,Patriarchs and Prophets pp. 461-465,461,465,,,,909,Sample text from Patriarchs and Prophets pages 461-465. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 461-465 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,9,10,Gen 45:4,Patriarchs and Prophets pp. 466-469,466,469,,,,910,Sample text from Patriarchs and Prophets pages 466-469. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 466-469 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,9,11,Gen 12:5,Patriarchs and Prophets pp. 470-475,470,475,,,,911,Sample text from Patriarchs and Prophets pages 470-475. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 470-475 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,9,12,Gen 14:7,Patriarchs and Prophets pp. 476-480,476,480,,,,912,Sample text from Patriarchs and Prophets pages 476-480. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 476-480 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,9,13,Gen 12:11,Patriarchs and Prophets pp. 481-484,481,484,,,,913,Sample text from Patriarchs and Prophets pages 481-484. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 481-484 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,9,14,Gen 28:18,Patriarchs and Prophets pp. 485-490,485,490,,,,914,Sample text from Patriarchs and Prophets pages 485-490. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 485-490 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,9,15,Gen 35:10,Patriarchs and Prophets pp. 491-495,491,495,,,,915,Sample text from Patriarchs and Prophets pages 491-495. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 491-495 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,9,16,Gen 1:1,Patriarchs and Prophets pp. 496-499,496,499,,,,916,Sample text from Patriarchs and Prophets pages 496-499. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 496-499 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,9,17,Gen 29:1,Patriarchs and Prophets pp. 500-505,500,505,,,,917,Sample text from Patriarchs and Prophets pages 500-505. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 500-505 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,9,18,Gen 11:12,Patriarchs and Prophets pp. 506-510,506,510,,,,918,Sample text from Patriarchs and Prophets pages 506-510. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 506-510 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,9,19,Gen 35:17,Patriarchs and Prophets pp. 511-516,511,516,,,,919,Sample text from Patriarchs and Prophets pages 511-516. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 511-516 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,9,20,Gen 24:3,Patriarchs and Prophets pp. 517-521,517,521,,,,920,Sample text from Patriarchs and Prophets pages 517-521. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 517-521 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,9,21,Gen 5:16,Patriarchs and Prophets pp. 522-525,522,525,,,,921,Sample text from Patriarchs and Prophets pages 522-525. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 522-525 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,9,22,Gen 45:18,Patriarchs and Prophets pp. 526-530,526,530,,,,922,Sample text from Patriarchs and Prophets pages 526-530. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 526-530 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,9,23,Gen 44:6,Patriarchs and Prophets pp. 531-534,531,534,,,,923,Sample text from Patriarchs and Prophets pages 531-534. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 531-534 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,9,24,Gen 17:6,Patriarchs and Prophets pp. 535-540,535,540,,,,924,Sample text from Patriarchs and Prophets pages 535-540. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 535-540 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,9,25,Gen 32:13,Patriarchs and Prophets pp. 541-545,541,545,,,,925,Sample text from Patriarchs and Prophets pages 541-545. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 541-545 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,9,26,Gen 20:10,Patriarchs and Prophets pp. 546-549,546,549,,,,926,Sample text from Patriarchs and Prophets pages 546-549. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 546-549 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,9,27,Gen 6:14,Patriarchs and Prophets pp. 550-554,550,554,,,,927,Sample text from Patriarchs and Prophets pages 550-554. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 550-554 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,9,28,Gen 18:7,Patriarchs and Prophets pp. 555-558,555,558,,,,928,Sample text from Patriarchs and Prophets pages 555-558. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 555-558 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,9,29,Gen 21:1,Patriarchs and Prophets pp. 559-562,559,562,,,,929,Sample text from Patriarchs and Prophets pages 559-562. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 559-562 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,9,30,Gen 36:11,Patriarchs and Prophets pp. 563-567,563,567,,,,930,Sample text from Patriarchs and Prophets pages 563-567. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 563-567 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,10,1,Gen 26:15,Patriarchs and Prophets pp. 568-572,568,572,,,,1001,Sample text from Patriarchs and Prophets pages 568-572. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 568-572 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,10,2,Gen 33:10,Patriarchs and Prophets pp. 573-577,573,577,,,,1002,Sample text from Patriarchs and Prophets pages 573-577. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 573-577 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,10,3,Gen 1:16,Patriarchs and Prophets pp. 578-581,578,581,,,,1003,Sample text from Patriarchs and Prophets pages 578-581. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 578-581 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,10,4,Gen 3:3,Patriarchs and Prophets pp. 582-586,582,586,,,,1004,Sample text from Patriarchs and Prophets pages 582-586. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 582-586 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,10,5,Gen 41:5,Patriarchs and Prophets pp. 587-592,587,592,,,,1005,Sample text from Patriarchs and Prophets pages 587-592. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 587-592 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,10,6,Gen 43:11,Patriarchs and Prophets pp. 593-598,593,598,,,,1006,Sample text from Patriarchs and Prophets pages 593-598. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 593-598 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,10,7,Gen 39:6,Patriarchs and Prophets pp. 599-604,599,604,,,,1007,Sample text from Patriarchs and Prophets pages 599-604. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 599-604 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,10,8,Gen 4:7,Patriarchs and Prophets pp. 605-609,605,609,,,,1008,Sample text from Patriarchs and Prophets pages 605-609. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 605-609 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,10,9,Gen 1:15,Patriarchs and Prophets pp. 610-614,610,614,,,,1009,Sample text from Patriarchs and Prophets pages 610-614. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 610-614 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,10,10,Gen 10:10,Patriarchs and Prophets pp. 615-619,615,619,,,,1010,Sample text from Patriarchs and Prophets pages 615-619. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 615-619 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,10,11,Gen 32:4,Patriarchs and Prophets pp. 620-625,620,625,,,,1011,Sample text from Patriarchs and Prophets pages 620-625. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 620-625 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,10,12,Gen 19:16,Patriarchs and Prophets pp. 626-631,626,631,,,,1012,Sample text from Patriarchs and Prophets pages 626-631. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 626-631 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,10,13,Gen 9:19,Patriarchs and Prophets pp. 632-636,632,636,,,,1013,Sample text from Patriarchs and Prophets pages 632-636. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 632-636 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,10,14,Gen 44:8,Patriarchs and Prophets pp. 637-640,637,640,,,,1014,Sample text from Patriarchs and Prophets pages 637-640. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 637-640 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,10,15,Gen 41:2,Patriarchs and Prophets pp. 641-646,641,646,,,,1015,Sample text from Patriarchs and Prophets pages 641-646. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 641-646 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,10,16,Gen 28:10,Patriarchs and Prophets pp. 647-651,647,651,,,,1016,Sample text from Patriarchs and Prophets pages 647-651. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 647-651 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,10,17,Gen 24:11,Patriarchs and Prophets pp. 652-655,652,655,,,,1017,Sample text from Patriarchs and Prophets pages 652-655. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 652-655 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,10,18,Gen 32:18,Patriarchs and Prophets pp. 656-660,656,660,,,,1018,Sample text from Patriarchs and Prophets pages 656-660. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 656-660 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,10,19,Gen 4:9,Patriarchs and Prophets pp. 661-664,661,664,,,,1019,Sample text from Patriarchs and Prophets pages 661-664. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 661-664 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,10,20,Gen 46:13,Patriarchs and Prophets pp. 665-669,665,669,,,,1020,Sample text from Patriarchs and Prophets pages 665-669. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 665-669 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,10,21,Gen 33:16,Patriarchs and Prophets pp. 670-675,670,675,,,,1021,Sample text from Patriarchs and Prophets pages 670-675. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 670-675 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,10,22,Gen 34:8,Patriarchs and Prophets pp. 676-679,676,679,,,,1022,Sample text from Patriarchs and Prophets pages 676-679. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 676-679 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,10,23,Gen 1:9,Patriarchs and Prophets pp. 680-685,680,685,,,,1023,Sample text from Patriarchs and Prophets pages 680-685. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 680-685 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,10,24,Gen 7:14,Patriarchs and Prophets pp. 686-690,686,690,,,,1024,Sample text from Patriarchs and Prophets pages 686-690. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 686-690 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,10,25,Gen 40:18,Patriarchs and Prophets pp. 691-695,691,695,,,,1025,Sample text from Patriarchs and Prophets pages 691-695. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 691-695 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,10,26,Gen 37:5,Patriarchs and Prophets pp. 696-701,696,701,,,,1026,Sample text from Patriarchs and Prophets pages 696-701. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 696-701 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,10,27,Gen 44:9,Patriarchs and Prophets pp. 702-705,702,705,,,,1027,Sample text from Patriarchs and Prophets pages 702-705. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 702-705 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,10,28,Gen 18:14,Patriarchs and Prophets pp. 706-709,706,709,,,,1028,Sample text from Patriarchs and Prophets pages 706-709. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 706-709 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,10,29,Gen 23:1,Patriarchs and Prophets pp. 710-715,710,715,,,,1029,Sample text from Patriarchs and Prophets pages 710-715. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 710-715 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,10,30,Gen 24:7,Patriarchs and Prophets pp. 716-719,716,719,,,,1030,Sample text from Patriarchs and Prophets pages 716-719. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 716-719 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,10,31,Gen 8:5,Patriarchs and Prophets pp. 720-724,720,724,,,,1031,Sample text from Patriarchs and Prophets pages 720-724. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 720-724 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,11,1,Gen 21:4,Patriarchs and Prophets pp. 725-729,725,729,,,,1101,Sample text from Patriarchs and Prophets pages 725-729. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 725-729 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,11,2,Gen 18:3,Patriarchs and Prophets pp. 730-734,730,734,,,,1102,Sample text from Patriarchs and Prophets pages 730-734. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 730-734 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,11,3,Gen 31:11,Patriarchs and Prophets pp. 735-739,735,739,,,,1103,Sample text from Patriarchs and Prophets pages 735-739. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 735-739 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,11,4,Gen 32:7,Patriarchs and Prophets pp. 740-743,740,743,,,,1104,Sample text from Patriarchs and Prophets pages 740-743. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 740-743 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,11,5,Gen 42:16,Patriarchs and Prophets pp. 744-749,744,749,,,,1105,Sample text from Patriarchs and Prophets pages 744-749. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 744-749 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,11,6,Gen 16:7,Patriarchs and Prophets pp. 750-753,750,753,,,,1106,Sample text from Patriarchs and Prophets pages 750-753. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 750-753 | Key theme: Faith and obedience | Application: Reflect on God's guidance
3,11,7,Gen 5:1,Patriarchs and Prophets pp. 754-757,754,757,,,,1107,Sample text from Patriarchs and Prophets pages 754-757. This is placeholder content for the daily reading.,,- Reading covers Patriarchs and Prophets pages 754-757 | Key theme: Faith and obedience | Application: Reflect on God's guidance
